x [nm]	y [nm]
-429.73	511.45
-436.33	503.34
-434.47	510.93
-439.53	511.02
-428.27	503.34
-431.60	497.98
-423.23	482.82
-433.23	501.75
-433.50	508.51
-434.03	490.22
-429.47	499.25
-431.50	505.13
-439.40	515.13
-429.33	502.10
-436.73	495.59
-426.77	498.19
-438.47	495.59
-434.50	493.73
-439.20	488.37
-437.50	481.23
-442.77	498.73
-437.63	506.18
-440.27	488.69
-437.13	503.93
-440.96	490.70
-424.10	499.37
-433.07	499.37
-429.93	485.52
-428.67	493.33
-439.47	500.82
-426.60	501.98
-431.63	487.70
-426.00	490.20
-441.13	497.17
-435.53	499.59
-435.63	500.04
-441.57	502.84
-427.13	477.89
-435.50	484.58
-430.10	497.86
-436.17	502.88
-430.10	494.25
-428.73	491.91
-437.33	484.81
-444.67	506.96
-433.67	503.34
-433.03	490.08
-435.47	501.53
-434.73	499.88
-448.93	509.21
-436.07	502.01
-432.17	495.93
-451.93	503.73
-432.17	486.61
-449.93	501.08
-430.50	494.02
-434.60	503.31
-432.73	511.64
-435.90	496.85
-434.23	490.91
-433.83	517.79
-430.40	506.29
-432.50	500.02
-446.07	498.97
-430.83	504.11
-435.73	507.77
-434.90	491.92
-433.96	484.59
-444.77	489.56
-431.53	494.75
-421.10	491.05
-430.30	501.63
-446.13	508.17
-429.80	497.05
-451.30	491.56
-435.90	498.39
-440.90	496.52
-437.50	504.29
-436.67	489.98
-432.53	494.41
-440.40	515.62
-439.47	487.79
-439.83	499.35
-442.33	509.30
-431.90	503.61
-443.80	498.99
-447.57	504.48
-446.67	490.25
-439.77	503.10
-430.73	498.11
-443.50	481.89
-449.17	493.20
-444.17	510.65
-442.76	507.67
-434.80	488.78
-437.00	498.93
-444.93	495.36
-441.90	514.56
-436.13	498.40
-437.30	505.82
-435.53	495.14
-441.46	493.30
-447.83	497.42
-440.37	497.77
-447.80	495.82
-434.33	503.01
-435.17	508.08
-446.87	518.78
-434.10	504.10
-434.77	503.18
-438.30	502.00
-432.17	500.37
-448.23	498.60
-448.20	501.32
-439.83	510.14
-442.83	506.02
-442.50	495.26
-445.07	509.45
-434.23	487.02
-445.27	498.02
-443.36	502.00
-446.43	503.02
-442.80	502.11
-452.70	507.17
-454.57	503.75
-447.63	494.65
-447.27	493.52
-441.73	510.69
-435.80	497.12
-455.93	503.00
-435.80	475.21
-442.33	504.70
-445.93	510.56
-438.20	506.13
-453.90	496.68
-435.20	495.63
-450.86	500.12
-451.30	493.41
-436.27	496.08
-452.46	506.30
-439.00	506.20
-447.20	501.27
-450.30	503.53
-440.50	502.12
-451.43	498.99
-444.17	504.94
-449.93	503.36
-447.50	500.23
-445.03	509.29
-432.90	485.54
-444.17	498.68
-439.17	501.54
-442.57	505.04
-454.43	489.75
-443.30	499.28
-440.33	501.79
-437.67	497.04
-440.86	509.52
-444.43	499.18
-441.27	503.82
-442.90	496.54
-444.60	476.59
-432.57	495.78
-434.73	509.15
-439.40	503.17
-448.70	513.13
-443.53	502.83
-444.17	507.78
-440.03	515.16
-433.07	501.11
-426.80	489.02
-438.13	497.97
-445.87	510.64
-428.83	503.09
-441.37	499.90
-435.17	504.68
-435.17	504.84
-441.47	497.94
-439.50	500.16
-439.60	503.31
-430.17	497.27
-454.13	517.49
-440.10	507.02
-438.97	519.54
-444.10	514.70
-438.57	510.73
-441.83	499.48
-448.10	508.32
-441.80	506.56
-434.33	493.17
-445.97	516.74
-444.43	523.27
-426.57	502.65
-428.90	511.20
-433.43	511.07
-427.33	501.21
-437.90	509.72
-430.93	521.47
-438.83	499.30
-436.23	512.49
-441.73	493.47
-430.77	511.87
-444.96	520.68
-449.63	503.44
-435.73	499.73
-430.97	508.16
-438.30	491.65
-437.67	512.45
-453.87	515.99
-438.23	518.81
-434.73	511.10
-434.60	517.56
-439.33	508.88
-441.53	518.91
-429.70	529.07
-431.93	495.78
-431.07	505.79
-429.13	512.60
-432.17	502.43
-440.73	503.49
-432.96	514.32
-433.50	507.11
-439.00	518.62
-428.73	506.19
-439.80	507.49
-428.86	510.53
-428.50	501.90
-427.43	515.51
-438.76	507.27
-426.00	517.24
-431.90	519.73
-428.93	518.32
-426.40	502.47
-434.90	523.19
-420.27	513.30
-431.96	509.80
-433.17	521.53
-432.00	514.61
-431.10	512.93
-427.83	518.92
-428.83	512.06
-441.10	520.68
-438.20	517.09
-418.33	518.80
-433.10	521.30
-411.33	518.53
-426.50	504.14
-437.20	534.45
-424.57	517.36
-420.43	506.05
-419.23	526.02
-432.57	507.86
-428.96	509.83
-417.13	512.43
-434.40	526.49
-426.17	518.54
-431.40	530.75
-434.23	520.16
-422.70	523.33
-424.50	533.04
-422.83	514.27
-429.03	518.73
-435.60	509.24
-443.10	515.33
-431.23	521.97
-428.63	511.11
-424.60	521.40
-432.43	511.61
-426.86	519.80
-432.90	527.64
-424.20	514.04
-420.96	515.27
-431.53	506.04
-420.53	505.70
-419.40	516.42
-416.70	517.62
-423.63	523.35
-423.13	523.75
-427.46	519.04
-413.83	516.12
-414.60	509.16
-427.30	526.02
-428.77	510.83
-427.67	526.93
-415.70	522.61
-428.63	513.93
-414.13	522.15
-415.23	517.06
-421.43	522.65
-428.00	517.99
-420.57	520.60
-425.47	515.92
-421.10	518.63
-432.67	517.34
-420.93	520.39
-421.00	500.47
-428.13	514.36
-425.87	519.51
-415.93	515.36
-407.17	513.14
-428.43	519.53
-428.46	506.90
-425.27	506.75
-429.50	522.35
-411.30	527.03
-424.60	507.14
-426.63	517.84
-419.63	517.00
-419.63	523.52
-414.07	496.94
-425.63	524.79
-421.76	523.02
-428.60	519.03
-417.63	521.09
-427.20	517.70
-435.27	517.36
-424.80	520.92
-429.17	520.50
-424.97	516.85
-432.17	520.83
-415.47	504.71
-423.63	506.47
-408.90	505.77
-430.17	515.72
-431.30	510.37
-417.43	522.12
-428.27	524.81
-404.30	502.27
-416.67	527.75
-421.23	529.80
-412.07	518.54
-417.60	509.31
-419.83	515.42
-418.77	521.20
-409.60	514.33
-429.83	523.66
-417.37	528.19
-419.36	522.80
-414.80	516.37
-412.77	522.82
-416.37	528.57
-414.37	528.51
-410.10	523.65
-416.90	526.31
-422.57	517.32
-431.53	524.81
-424.47	507.73
-417.30	510.21
-422.83	517.55
-416.73	507.89
-419.90	520.11
-413.73	514.53
-420.50	512.10
-408.13	522.43
-416.17	522.99
-424.00	519.44
-408.10	522.53
-426.93	524.37
-424.57	528.08
-423.03	518.76
-409.36	530.44
-408.70	509.74
-399.13	515.28
-404.60	515.97
-400.63	517.88
-396.57	521.39
-411.07	512.56
-422.17	525.66
-406.23	517.19
-416.80	530.53
-410.57	523.06
-410.57	531.76
-414.53	526.07
-428.86	537.54
-408.50	509.58
-419.30	522.15
-412.07	528.00
-405.63	528.18
-409.20	520.61
-410.40	527.31
-409.30	522.14
-410.83	529.27
-408.10	523.66
-416.90	524.74
-404.23	521.18
-410.00	512.06
-412.00	523.81
-410.30	520.15
-405.13	512.98
-412.53	537.65
-412.13	519.89
-413.10	522.39
-410.40	534.48
-393.77	528.18
-398.13	526.69
-393.77	515.90
-404.80	515.05
-410.43	525.67
-408.46	535.34
-406.87	519.93
-399.97	514.84
-408.47	520.65
-418.70	530.15
-406.03	531.13
-405.57	522.59
-403.27	514.72
-402.23	526.88
-401.00	522.28
-405.46	522.86
-407.80	532.08
-405.13	530.71
-410.46	532.67
-417.10	527.28
-398.50	530.82
-406.00	532.55
-398.53	534.70
-409.10	527.84
-418.70	530.32
-404.70	516.78
-414.80	532.62
-406.57	530.20
-411.30	534.79
-404.70	531.81
-405.10	532.04
-405.63	529.87
-407.63	529.73
-415.20	519.32
-414.37	537.12
-407.17	530.46
-404.50	531.75
-405.90	525.78
-419.37	538.81
-402.60	534.61
-407.70	523.57
-399.40	527.84
-405.20	538.62
-404.23	533.31
-398.67	536.84
-404.13	521.99
-412.50	529.62
-413.77	522.51
-406.00	525.35
-416.63	525.46
-410.73	536.13
-410.27	523.91
-403.83	519.56
-403.30	516.24
-401.46	524.85
-400.13	521.45
-403.20	516.07
-404.77	514.28
-397.17	521.73
-394.80	524.65
-391.93	523.10
-391.40	518.99
-410.63	532.03
-405.96	527.38
-408.93	534.70
-400.67	522.04
-405.37	532.95
-401.23	519.87
-417.53	524.72
-411.30	528.70
-405.63	524.81
-410.40	524.27
-404.93	531.42
-409.70	505.56
-418.87	520.61
-407.33	518.19
-408.67	527.07
-406.87	514.17
-405.97	521.90
-401.30	531.40
-398.87	516.69
-411.77	513.69
-406.87	517.95
-404.13	528.42
-410.07	532.40
-406.63	520.33
-405.00	512.59
-415.57	519.41
-412.87	520.25
-409.47	516.25
-415.86	527.47
-413.77	529.67
-402.33	523.64
-400.86	515.48
-414.73	522.97
-402.63	514.78
-401.10	518.99
-398.03	506.51
-417.93	511.35
-405.60	517.70
-409.40	523.71
-397.30	515.51
-395.17	528.57
-416.53	523.68
-412.67	517.08
-413.70	514.21
-412.30	518.00
-392.30	515.09
-404.36	508.39
-427.03	514.50
-410.13	508.09
-407.63	517.84
-394.30	509.00
-416.63	511.10
-413.67	516.61
-417.27	516.42
-404.90	510.38
-412.67	505.89
-408.20	517.89
-412.73	516.98
-404.93	519.69
-418.36	522.85
-422.46	521.29
-406.00	521.70
-410.20	515.49
-408.50	507.13
-404.23	507.30
-400.73	519.43
-404.47	525.86
-401.87	522.62
-415.46	527.97
-414.96	521.61
-408.73	507.61
-410.97	526.54
-422.80	517.23
-402.77	521.69
-413.50	518.64
-406.83	531.58
-420.53	516.43
-415.70	519.48
-398.13	523.19
-413.27	520.73
-414.50	515.15
-413.96	522.68
-404.03	533.09
-406.53	529.52
-413.83	527.58
-402.33	522.94
-416.33	520.55
-405.96	509.40
-420.00	514.52
-427.76	527.32
-414.87	528.17
-410.50	527.13
-403.67	522.06
-406.20	512.97
-424.40	516.34
-429.87	526.31
-416.20	508.62
-415.96	530.83
-405.37	527.77
-406.70	512.94
-418.43	521.05
-412.93	520.10
-412.77	521.10
-407.33	519.49
-405.53	520.69
-413.57	521.96
-423.80	527.16
-408.40	523.17
-422.03	522.35
-404.20	502.55
-417.93	532.31
-419.13	531.07
-412.87	528.91
-415.90	524.76
-422.67	515.86
-407.27	519.39
-404.60	503.24
-407.10	510.43
-416.83	520.37
-415.00	522.19
-403.57	522.63
-403.90	514.06
-413.73	510.14
-420.00	505.18
-414.07	530.10
-407.33	511.47
-419.60	514.18
-409.57	522.10
-407.77	517.28
-417.13	516.31
-414.60	525.21
-420.73	513.85
-426.90	520.27
-424.80	519.15
-419.93	503.19
-433.50	525.55
-408.23	505.64
-421.37	520.21
-410.53	522.91
-421.47	502.89
-420.07	498.41
-407.60	530.49
-424.83	518.68
-421.96	514.85
-413.17	507.26
-414.46	520.58
-435.00	528.27
-416.73	523.79
-403.67	510.45
-427.83	517.79
-410.13	502.78
-416.43	514.50
-416.07	524.27
-419.80	506.27
-409.77	513.45
-420.67	511.27
-424.03	512.18
-405.73	522.70
-404.53	520.75
-418.03	522.53
-406.30	522.08
-413.33	535.41
-415.57	520.14
-419.20	516.70
-417.23	523.51
-405.43	530.31
-417.37	533.60
-417.33	513.53
-406.97	510.56
-406.97	515.46
-414.70	521.30
-420.33	520.46
-407.97	511.32
-420.23	530.57
-405.93	524.41
-414.67	525.78
-424.10	516.76
-418.50	517.43
-428.97	530.85
-410.80	516.20
-411.90	537.40
-416.96	522.69
-412.10	517.66
-421.40	531.87
-411.83	529.71
-412.17	519.05
-414.53	540.85
-412.13	520.29
-415.63	530.88
-414.30	518.42
-414.73	526.59
-411.57	528.24
-413.50	516.42
-408.77	529.42
-418.83	510.44
-421.67	532.14
-424.57	531.33
-422.00	520.02
-416.53	525.90
-412.57	521.00
-421.03	519.82
-412.87	523.24
-414.87	527.30
-401.13	518.50
-422.43	521.36
-409.13	516.34
-417.40	543.22
-421.07	514.57
-415.00	518.52
-411.73	520.22
-412.57	521.41
-415.50	526.48
-420.13	514.19
-410.70	525.50
-415.40	526.24
-412.53	508.46
-420.10	517.97
-418.46	517.67
-424.40	523.25
-422.47	530.32
-410.00	518.01
-399.37	533.03
-417.83	536.91
-417.60	533.85
-420.93	531.83
-420.10	523.73
-409.43	534.52
-417.83	538.51
-404.63	524.93
-409.83	542.04
-408.10	535.47
-401.96	538.17
-404.33	548.68
-415.83	535.19
-407.43	542.11
-406.30	525.30
-410.53	529.09
-415.30	532.44
-418.53	540.48
-414.10	520.95
-409.13	529.15
-411.67	541.51
-406.50	521.53
-417.53	518.99
-411.00	531.11
-423.03	542.71
-403.60	550.43
-409.80	535.50
-419.17	546.97
-407.90	532.09
-412.83	532.95
-403.13	532.30
-399.17	534.63
-419.80	532.68
-403.70	525.17
-400.00	532.44
-405.70	546.45
-400.00	524.79
-415.93	522.55
-408.80	541.26
-405.03	526.99
-409.97	536.66
-407.10	547.81
-399.67	523.82
-414.33	521.37
-419.03	543.51
-411.87	529.40
-401.50	538.45
-418.10	528.97
-405.37	535.54
-403.73	556.31
-403.07	547.72
-409.50	534.07
-414.53	544.86
-425.20	525.88
-415.57	534.67
-398.73	537.99
-422.87	546.03
-409.10	540.28
-415.46	545.12
-406.87	538.22
-405.93	543.48
-408.90	545.95
-402.83	537.88
-417.40	546.28
-405.07	539.39
-411.60	548.44
-417.70	550.08
-400.07	537.85
-416.83	540.10
-416.07	550.04
-414.60	536.17
-417.53	534.56
-392.83	540.54
-421.73	543.62
-407.03	547.89
-414.10	524.21
-413.47	540.14
-420.03	530.92
-406.63	529.40
-411.90	528.83
-417.37	550.55
-409.70	514.27
-411.57	535.53
-404.53	533.56
-426.67	533.25
-405.13	533.62
-404.10	542.77
-402.03	540.05
-416.30	540.76
-422.23	535.91
-412.03	545.29
-409.63	524.60
-423.60	543.87
-407.73	535.88
-410.53	531.12
-406.37	544.61
-412.20	530.90
-419.67	535.42
-404.17	529.96
-416.86	534.33
-411.47	537.68
-410.46	523.40
-410.00	531.13
-411.20	537.83
-425.57	544.13
-413.10	537.46
-422.77	543.05
-424.46	539.05
-413.90	531.64
-415.76	537.78
-408.77	533.58
-407.73	531.77
-420.07	532.44
-414.20	543.52
-418.47	551.92
-423.07	550.71
-417.50	539.04
-407.10	542.09
-421.60	542.26
-413.60	554.09
-424.03	559.53
-418.93	547.18
-408.53	547.48
-407.53	542.46
-414.23	554.13
-412.70	550.80
-414.00	537.79
-406.50	553.47
-403.63	538.37
-409.73	542.45
-416.73	546.50
-425.93	555.23
-416.57	537.52
-410.70	543.61
-408.80	556.07
-409.27	553.08
-421.10	549.34
-415.70	549.45
-415.03	546.65
-423.87	562.99
-410.90	542.91
-409.03	545.63
-408.07	551.91
-412.76	550.14
-410.23	550.33
-414.50	545.92
-410.30	562.52
-411.20	541.99
-410.83	543.11
-405.67	548.91
-396.33	551.58
-413.53	556.06
-410.83	548.82
-403.07	526.20
-412.17	546.57
-396.23	543.30
-412.60	553.08
-412.23	546.83
-407.17	546.14
-412.27	549.65
-415.60	550.58
-398.63	554.15
-404.80	562.96
-407.70	556.93
-429.50	558.83
-409.57	563.10
-404.57	550.58
-416.40	553.56
-401.86	556.87
-404.53	547.67
-412.23	519.13
-409.40	547.34
-415.73	556.65
-408.13	549.17
-408.40	540.90
-402.80	559.56
-411.80	542.05
-408.60	540.39
-397.37	551.17
-403.93	542.99
-426.40	554.53
-420.30	552.39
-409.63	540.18
-399.73	540.75
-415.43	544.27
-407.20	534.46
-398.30	533.88
-404.27	548.20
-411.30	551.12
-394.93	532.23
-402.70	539.18
-403.67	549.12
-407.67	550.51
-403.83	552.54
-409.10	548.69
-410.63	553.77
-408.63	552.16
-408.80	546.13
-407.63	549.90
-410.17	553.96
-407.63	552.95
-408.97	538.75
-402.87	549.70
-407.80	550.51
-400.03	545.01
-399.33	548.64
-411.60	549.81
-407.53	535.11
-395.50	548.62
-402.96	550.27
-405.90	541.51
-409.10	540.84
-398.40	537.18
-408.00	543.20
-397.37	543.79
-408.00	563.75
-400.23	556.33
-407.07	546.51
-407.40	554.82
-405.30	540.42
-407.63	541.43
-400.10	550.62
-402.87	539.06
-412.73	551.09
-404.23	553.86
-402.60	544.60
-399.97	540.18
-401.53	545.57
-396.70	545.06
-411.50	545.76
-402.33	545.22
-406.93	560.76
-403.60	550.74
-403.60	558.48
-405.60	529.89
-396.30	540.05
-410.13	555.04
-405.17	556.10
-409.87	557.61
-400.13	543.28
-413.80	557.81
-416.57	549.12
-403.80	565.68
-416.10	550.08
-401.50	547.17
-416.50	557.53
-406.43	549.71
-410.53	561.90
-413.40	565.17
-414.13	555.23
-407.46	555.10
-396.47	547.12
-412.30	560.28
-411.66	540.25
-414.30	557.44
-401.30	562.14
-401.80	552.64
-422.07	564.68
-408.17	551.48
-411.73	553.92
-401.03	559.90
-414.57	563.16
-404.40	557.27
-413.43	559.59
-409.00	558.04
-413.63	544.04
-411.00	571.86
-406.97	555.96
-403.00	555.69
-407.83	560.95
-407.23	563.69
-416.23	551.21
-411.90	561.90
-405.33	551.41
-414.50	563.36
-408.33	553.07
-403.27	556.40
-415.93	556.36
-416.57	567.63
-416.27	562.01
-408.77	555.74
-401.83	554.65
-399.60	541.85
-410.47	557.43
-402.27	563.32
-411.20	573.68
-401.80	569.14
-406.73	571.52
-409.10	559.51
-406.10	555.09
-418.23	570.80
-416.43	571.22
-415.93	569.22
-411.50	554.20
-404.47	573.59
-409.00	554.83
-420.30	564.59
-398.43	558.65
-415.47	575.75
-409.67	546.53
-413.77	555.83
-390.43	560.04
-415.03	562.98
-415.93	556.45
-411.17	568.22
-408.03	560.85
-411.43	568.22
-407.37	572.92
-402.03	568.09
-406.87	561.93
-421.90	561.91
-424.23	584.57
-413.33	562.18
-415.67	569.79
-405.60	560.97
-402.63	567.44
-416.27	567.90
-403.27	562.95
-413.03	579.42
-409.90	568.52
-401.67	553.04
-394.37	555.36
-407.20	570.19
-396.03	569.84
-406.57	563.16
-405.63	568.03
-411.00	563.80
-414.93	570.10
-410.33	560.54
-400.70	569.21
-419.87	586.54
-404.26	577.59
-405.53	574.28
-416.03	572.58
-412.20	564.94
-408.47	560.96
-405.73	569.78
-414.83	573.17
-398.90	561.18
-412.60	564.42
-406.26	574.35
-415.50	586.74
-419.33	582.41
-415.03	572.18
-407.90	585.51
-405.33	583.60
-399.03	578.49
-403.80	585.12
-413.87	571.51
-399.37	571.03
-408.10	582.63
-397.47	584.12
-408.50	579.62
-405.10	574.81
-407.77	584.53
-415.70	574.66
-394.27	572.44
-409.17	561.67
-400.00	573.69
-408.67	584.82
-419.63	582.21
-403.43	580.74
-414.13	581.14
-411.80	577.26
-398.07	576.71
-410.07	574.30
-411.77	587.92
-402.77	577.44
-408.00	586.42
-388.90	565.59
-410.33	570.40
-399.97	560.11
-397.40	566.84
-401.70	572.42
-392.70	575.06
-404.03	568.06
-400.23	576.03
-400.83	582.49
-412.50	578.90
-412.70	577.63
-397.53	591.56
-413.77	579.24
-417.46	575.52
-399.60	576.35
-426.50	591.28
-397.80	592.23
-406.80	577.99
-412.23	570.80
-407.00	567.85
-410.37	576.55
-408.50	572.87
-410.57	585.14
-395.37	566.21
-423.77	576.72
-415.03	575.86
-398.37	580.02
-406.67	567.38
-407.67	562.80
-411.13	580.67
-413.07	572.13
-405.67	553.28
-402.60	579.83
-399.13	579.82
-411.93	581.78
-405.27	573.24
-420.83	570.47
-423.27	579.04
-399.40	558.34
-412.70	576.04
-400.17	564.21
-415.13	582.75
-401.90	567.49
-410.73	571.31
-409.83	595.35
-408.57	580.18
-407.73	581.26
-404.87	573.97
-415.33	576.64
-419.87	584.73
-423.33	579.94
-406.23	563.96
-408.90	574.35
-408.33	569.53
-413.70	562.69
-411.23	581.57
-417.90	582.20
-405.13	571.27
-407.87	562.49
-423.90	568.17
-413.00	576.96
-419.93	554.21
-416.70	562.99
-418.13	574.51
-415.17	565.93
-414.07	569.86
-409.50	576.92
-409.83	582.66
-410.90	569.04
-403.30	578.03
-413.00	579.89
-403.53	572.08
-419.60	575.22
-411.13	581.93
-406.53	564.67
-412.87	577.95
-430.60	580.86
-407.70	568.37
-419.57	576.52
-401.30	566.29
-410.77	552.32
-411.10	576.65
-421.00	572.76
-407.40	575.36
-407.37	585.91
-406.07	572.89
-425.70	581.81
-421.70	579.84
-417.43	561.57
-410.67	563.02
-412.80	560.19
-414.20	570.00
-428.33	580.27
-416.00	580.17
-417.63	582.36
-419.07	572.91
-412.67	570.20
-418.13	583.22
-420.07	578.73
-427.30	575.05
-425.07	567.09
-415.70	575.00
-420.76	579.59
-425.40	575.59
-410.36	582.69
-428.73	585.40
-421.13	571.85
-425.60	585.19
-420.03	567.72
-416.10	574.47
-410.43	573.72
-417.97	578.40
-412.10	558.00
-437.46	575.28
-417.10	570.25
-406.87	552.80
-421.87	572.44
-414.43	570.12
-414.13	572.40
-409.50	570.77
-416.87	572.36
-419.20	569.14
-430.46	580.41
-428.43	585.28
-402.96	567.96
-423.47	568.94
-423.96	582.53
-422.57	577.86
-425.67	575.30
-420.87	582.88
-405.43	582.94
-424.03	578.91
-417.47	577.41
-434.17	581.16
-419.90	567.07
-421.27	580.80
-402.17	567.50
-423.27	578.97
-415.77	581.92
-427.17	586.76
-425.23	569.87
-414.57	575.77
-410.60	592.15
-420.30	567.21
-430.00	573.57
-428.00	583.45
-413.00	564.55
-417.80	577.30
-424.93	572.43
-406.57	567.62
-416.57	578.97
-413.27	574.97
-418.27	574.00
-423.33	568.00
-426.37	576.02
-421.96	582.77
-415.33	579.78
-432.57	575.85
-420.63	572.74
-411.50	576.91
-419.40	583.73
-412.23	578.73
-416.30	576.24
-423.10	587.61
-419.30	581.10
-419.27	573.99
-422.87	590.12
-433.13	604.22
-441.50	584.05
-424.70	575.39
-441.76	580.89
-425.17	589.39
-422.93	587.11
-417.80	572.95
-427.67	589.16
-417.70	594.62
-429.60	580.59
-415.93	571.00
-421.23	582.33
-422.10	584.96
-422.17	585.10
-423.33	570.34
-414.77	578.31
-425.67	583.36
-437.93	608.44
-422.57	576.93
-428.96	591.11
-420.50	582.91
-424.27	588.82
-417.33	591.80
-424.90	590.73
-418.46	580.71
-424.33	582.81
-429.00	595.31
-424.50	573.53
-420.07	585.61
-421.53	593.45
-415.33	587.80
-416.17	583.27
-417.90	582.99
-409.90	583.60
-431.30	580.78
-418.47	573.88
-428.27	587.26
-418.60	586.20
-414.03	574.45
-426.53	580.67
-423.17	597.27
-418.10	588.01
-436.77	606.45
-420.67	583.26
-421.83	575.78
-423.17	585.25
-420.87	573.26
-418.33	568.92
-412.27	570.35
-420.70	588.34
-421.60	576.06
-426.20	591.08
-418.96	590.93
-415.73	587.36
-435.43	608.42
-428.33	578.08
-437.10	586.60
-412.33	589.50
-409.93	577.04
-414.86	587.51
-418.93	585.65
-410.07	583.08
-402.23	564.52
-417.73	584.48
-422.60	581.40
-430.37	595.93
-428.97	592.15
-423.00	583.00
-424.26	570.51
-415.86	591.00
-410.00	591.82
-409.33	586.61
-419.03	577.91
-417.57	575.94
-421.73	574.60
-422.73	582.48
-427.60	597.25
-422.40	593.86
-420.27	609.69
-413.60	595.80
-425.57	587.52
-418.60	598.58
-433.03	589.91
-431.87	582.61
-422.50	577.11
-426.57	587.19
-428.00	599.21
-421.77	592.99
-428.46	589.17
-430.20	590.00
-415.60	591.55
-441.00	592.65
-425.13	588.52
-425.60	569.35
-421.23	570.58
-423.57	583.94
-427.70	583.14
-427.70	586.02
-428.67	595.04
-418.27	587.78
-423.90	594.15
-427.43	588.34
-422.23	580.94
-419.37	576.43
-429.03	585.17
-421.37	582.03
-423.07	587.12
-434.23	574.28
-415.83	583.63
-421.57	569.02
-426.63	596.06
-437.57	590.57
-432.76	588.73
-439.43	594.03
-441.63	583.72
-423.07	595.09
-416.90	577.59
-428.57	588.27
-428.93	597.84
-420.90	588.41
-424.03	593.13
-431.33	592.91
-427.40	570.93
-432.96	592.84
-435.30	571.56
-431.23	589.80
-432.77	576.92
-423.30	589.86
-418.60	576.67
-427.37	597.98
-415.27	586.74
-425.13	578.78
-421.10	595.69
-426.53	585.59
-422.63	577.03
-435.83	581.79
-424.97	591.48
-428.90	584.28
-430.60	590.83
-420.63	589.86
-427.33	600.21
-422.70	585.53
-415.33	583.55
-424.97	589.75
-429.17	595.10
-431.00	589.88
-427.60	585.36
-434.83	587.24
-430.70	596.04
-428.23	600.24
-428.77	590.63
-417.66	586.27
-424.57	594.75
-434.20	603.41
-421.70	596.31
-429.26	587.07
-423.37	591.42
-429.10	604.03
-428.20	592.04
-430.67	588.59
-432.50	603.71
-426.50	605.50
-413.13	576.09
-439.93	597.72
-424.87	608.48
-414.57	582.91
-430.07	578.14
-438.77	608.47
-428.93	591.55
-418.73	599.00
-431.63	585.77
-423.17	597.62
-423.23	601.87
-437.80	593.95
-428.27	598.80
-418.46	594.85
-428.47	601.77
-428.90	578.32
-430.93	578.87
-424.00	579.92
-442.87	591.50
-414.20	606.02
-427.80	584.91
-431.07	585.57
-429.57	591.18
-422.97	601.39
-425.70	599.78
-417.80	588.18
-438.90	603.35
-436.27	578.93
-429.76	607.40
-434.93	603.34
-435.50	595.28
-434.13	593.39
-443.93	591.26
-423.73	571.62
-427.23	574.62
-443.80	577.94
-429.97	575.65
-442.16	589.31
-436.97	598.42
-438.37	597.31
-442.00	585.17
-429.73	593.80
-449.13	601.85
-434.20	584.32
-435.47	580.49
-445.40	590.31
-427.80	583.76
-437.00	593.06
-434.73	608.97
-446.20	595.57
-439.07	585.75
-438.23	590.71
-425.50	581.54
-443.57	589.47
-447.40	573.88
-450.00	599.29
-434.26	592.48
-429.00	589.80
-443.37	591.37
-443.37	584.41
-425.77	579.81
-453.13	596.20
-437.93	582.81
-446.30	599.70
-442.40	581.17
-439.30	582.69
-442.53	601.58
-442.43	593.28
-441.63	583.08
-428.53	586.67
-431.70	586.76
-431.37	598.78
-435.13	584.29
-432.96	594.49
-446.60	595.82
-436.43	593.55
-426.37	603.99
-434.03	587.94
-446.03	596.09
-445.70	596.83
-443.93	594.75
-436.27	609.52
-435.53	582.65
-426.33	589.00
-452.33	594.36
-440.33	594.09
-448.83	605.13
-439.46	593.54
-439.30	579.33
-436.63	590.15
-454.37	595.60
-444.96	601.36
-429.77	569.54
-448.23	583.68
-435.70	585.58
-448.50	571.79
-435.33	578.33
-445.80	588.02
-435.37	594.11
-433.67	592.15
-454.76	603.05
-438.36	600.78
-436.00	588.12
-443.03	595.03
-436.20	585.30
-439.50	594.05
-447.97	594.05
-441.63	590.73
-437.16	600.56
-451.00	585.08
-445.17	601.06
-447.03	593.10
-444.10	595.02
-436.33	594.09
-447.43	598.49
-448.00	610.91
-445.76	606.78
-454.13	616.26
-447.30	599.98
-455.37	610.56
-440.93	605.24
-435.80	601.28
-461.80	593.96
-444.83	589.49
-441.77	594.04
-453.90	603.54
-453.00	594.19
-443.80	605.97
-441.83	587.10
-444.67	595.83
-448.13	607.37
-444.63	591.99
-445.70	595.45
-437.83	598.45
-446.03	606.22
-450.57	597.70
-447.03	594.81
-440.60	607.12
-446.03	589.03
-444.20	603.30
-448.93	611.30
-440.20	607.29
-446.17	594.08
-438.20	594.15
-439.63	599.56
-441.50	596.03
-438.40	592.11
-453.63	586.56
-445.43	586.58
-440.46	591.49
-445.70	589.15
-451.17	580.90
-441.67	597.68
-445.90	598.39
-445.17	602.30
-430.13	587.70
-444.10	588.12
-444.20	594.19
-454.10	609.64
-440.00	590.18
-435.33	608.25
-447.03	604.42
-451.57	596.45
-447.33	590.68
-450.17	585.41
-428.47	598.44
-441.17	590.61
-453.26	614.34
-443.53	616.32
-438.40	596.88
-457.20	594.68
-445.17	587.56
-451.30	594.32
-442.96	615.73
-450.33	590.33
-452.90	581.85
-446.67	593.97
-452.03	613.25
-441.77	604.63
-438.83	615.23
